"STAT_ID","STATION_NAME","STATION_ID_ORIG","Country","State","Latitude","Longitude","CoordinateSystem"
"110472","Talfourd Creek at Lasalle Ln, Lambton Rd 35, S of Sarnia","15000200202","Canada","Ontario",42.91,-82.45,"NA1983"
"110473","Cedar Creek at Essex Cnty Rd 20, 0.5km W of Cnty Rd 23","16001800202","Canada","Ontario",42.03,-82.83,"NA1983"
"110474","Sturgeon River at Seacliff Dr, Essex Cnty Rd 20, SE of Leamington","16002700102","Canada","Ontario",42.03,-82.56,"NA1983"
"110475","Lebo Drain at Conc 3, Mersea Twp, E of Cnty Rd 37","16003000302","Canada","Ontario",42.05,-82.50,"NA1983"
"110476","Muddy Creek at Conc 4, Mersea Twp, 1st bridge upstrm L. Erie","16003200102","Canada","Ontario",42.06,-82.46,"NA1983"
"110477","Muddy Creek at Manery Rd, Mersea Twp, 2nd bridge upstrm L. Erie","16003200202","Canada","Ontario",42.08,-82.48,"NA1983"
"110478","Sixteen Mile Creek at Talbot Ln, W of New Glasgow","16006300202","Canada","Ontario",42.51,-81.63,"NA1983"
"110479","Dutton Drain at Silver Clay Ln, 3.5km S of Dutton","16007200102","Canada","Ontario",42.63,-81.49,"NA1983"
"110480","Dodd Creek at Lyle Rd, W of St. Thomas","16008700502","Canada","Ontario",42.78,-81.26,"NA1983"
"110481","Beaver Creek at Pond outlet, Mill Rd, dwnstrm of Union","16008700602","Canada","Ontario",42.70,-81.19,"NA1983"
"110482","Kettle Creek at Elgin Rd 27, Sparta Ln, N of Port Stanley","16008701002","Canada","Ontario",42.69,-81.21,"NA1983"
"110483","Kettle Creek at Elgin Rd 52, Ron McNeil Ln, E of Dalewood Rd","16008701502","Canada","Ontario",42.81,-81.17,"NA1983"
"110484","Catfish Creek West at Helkaa Line, confluence of East and West branches","16009700402","Canada","Ontario",42.79,-81.07,"NA1983"
"110485","Catfish Creek at Hwy 3, Talbot Ln, W of Orwell","16009700502","Canada","Ontario",42.77,-81.04,"NA1983"
"110486","Catfish Creek at Rush Creek Ln, upstrm Port Bruce","16009700802","Canada","Ontario",42.67,-81.03,"NA1983"
"110487","Silver Creek at Nova Scotia Ln, Elgin Rd 42, E of Port Bruce","16009900102","Canada","Ontario",42.67,-80.95,"NA1983"
"110488","Big Otter Creek at Maple Dell Rd, E of Base Line","16010900702","Canada","Ontario",42.96,-80.54,"NA1983"
"110489","Big Otter Creek at Calton Ln, Calton","16010900802","Canada","Ontario",42.71,-80.84,"NA1983"
"110490","Spittler Creek at Milldale Rd, W of Otterville","16010901002","Canada","Ontario",42.93,-80.66,"NA1983"
"110491","Big Creek at Conc 7, W of Hwy 59, NW of Walsingham","16012401102","Canada","Ontario",42.68,-80.53,"NA1983"
"110492","Big Creek at Conc 2,  Windham Twp, S of Kelvin","16012401202","Canada","Ontario",42.98,-80.44,"NA1983"
"110493","Venison Creek at Reg Rd 60, W of Springarbour","16012401302","Canada","Ontario",42.65,-80.54,"NA1983"
"110494","Trout Creek at Massecar Rd, W of Pine Grove","16012401402","Canada","Ontario",42.77,-80.47,"NA1983"
"110495","Lynn River at DeCou Rd, Simcoe","16015900302","Canada","Ontario",42.82,-80.28,"NA1983"
"110496","Kent Creek at Hwy 3, W of Simcoe","16015901002","Canada","Ontario",42.83,-80.36,"NA1983"
"110497","Nanticoke Creek at Reg Rd 3, Nanticoke","16016400102","Canada","Ontario",42.80,-80.07,"NA1983"
"110498","Nith River at Grand River St N, Brant Cnty Rd 75, Paris","16018400902","Canada","Ontario",43.19,-80.38,"NA1983"
"110499","Grand River at Glen Morris Rd, Glen Morris","16018401002","Canada","Ontario",43.27,-80.34,"NA1983"
"110500","Grand River at Fountain St S, Blair","16018401202","Canada","Ontario",43.38,-80.38,"NA1983"
"110501","Grand River at Bridge St, Bridgeport","16018401502","Canada","Ontario",43.48,-80.48,"NA1983"
"110502","Canagagigue Creek at Woolwich Twp Rd 29, dwnstrm Elmira STP","16018401602","Canada","Ontario",43.58,-80.53,"NA1983"
"110503","Blue Springs Creek at Guelph Line, S of Sideroad 30, E of Eden Mills","16018402302","Canada","Ontario",43.57,-80.10,"NA1983"
"110504","Grand River at Blossom Ave, Newport","16018402402","Canada","Ontario",43.09,-80.24,"NA1983"
"110505","Grand River at Cockshutts bridge, Erie Ave, Brantford","16018402702","Canada","Ontario",43.10,-80.24,"NA1983"
"110506","Conestogo River at Waterloo St, Reg Rd 22, SW of Conestogo","16018402902","Canada","Ontario",43.52,-80.51,"NA1983"
"110507","Nith River at Wilmot Twp Rd 13, dwnstrm New Hamburg","16018403202","Canada","Ontario",43.37,-80.67,"NA1983"
"110508","Nith River at Trussler Road","16018403302","Canada","Ontario",43.27,-80.47,"NA1983"
"110509","Speed River at Edinburgh Rd, Guelph","16018403402","Canada","Ontario",43.53,-80.25,"NA1983"
"110510","Grand River at Dover Rd, Reg Rd 3, bridge at Dunnville","16018403502","Canada","Ontario",42.90,-79.61,"NA1983"
"110511","Speed River at Wellington Cnty Rd 32, SW of Guelph","16018403602","Canada","Ontario",43.48,-80.28,"NA1983"
"110512","Grand River at Centre Wellington 2nd Ln, dwnstrm Bellwood Lake","16018403702","Canada","Ontario",43.72,-80.34,"NA1983"
"110513","Alder Creek at Oxford Waterloo Rd, S of New Dundee","16018403802","Canada","Ontario",43.34,-80.53,"NA1983"
"110514","Grand River at Amaranth-East Luther Twnln","16018403902","Canada","Ontario",43.89,-80.29,"NA1983"
"110515","Grand River at King St E, Old Hwy 8, Freeport","16018404102","Canada","Ontario",43.42,-80.41,"NA1983"
"110516","Fairchild Creek at German School Rd, dwnstrm St. George","16018404402","Canada","Ontario",43.23,-80.24,"NA1983"
"110517","Canagagigue Creek at 1st conc N of Elmira, Woolwich Twp Rd 12","16018405102","Canada","Ontario",43.61,-80.56,"NA1983"
"110571","Ouse River at 8th Conc Asphodel-Norwood Twp, dwnstrm Norwood","17002106602","Canada","Ontario",44.36,-77.98,"NA1983"
"110572","Trent River at Bridge St, Peterborough Cnty Rd 45, Hastings","17002106702","Canada","Ontario",44.30,-77.95,"NA1983"
"110573","Trent River at Dixon Dr, Trenton","17002106802","Canada","Ontario",44.10,-77.57,"NA1983"
"110574","Otonabee River at Lock 19 dam, Peterborough","17002107002","Canada","Ontario",44.28,-78.30,"NA1983"
"110575","Pigeon River at Victoria Cnty Rd 14, Fees Landing, N of Omemee","17002107402","Canada","Ontario",44.34,-78.54,"NA1983"
"110576","Burnt River at Conc 11, Somerville Twp, S of Kinmount","17002107502","Canada","Ontario",44.74,-78.65,"NA1983"
"110577","Baxter Creek at Zion 4th Ln, SW of Millbrook","17002107702","Canada","Ontario",44.13,-78.45,"NA1983"
"110578","North River at Cnty Rd 46, Round Lake","17002109202","Canada","Ontario",44.52,-77.89,"NA1983"
"110579","Beaver Creek at Beaver  Creek Rd, E of Cordova Rd, N of Marmora","17002109502","Canada","Ontario",44.53,-77.69,"NA1983"
"110580","Trent River at Bridge at Glenn Ross, Glenn Ross Rd","17002111802","Canada","Ontario",44.26,-77.59,"NA1983"
"110581","Mariposa Brook at Valentia Rd, E of Little Britain","17002111902","Canada","Ontario",44.28,-78.82,"NA1983"
"110582","Ouse River at River Rd, Birdsalls Station","17002112002","Canada","Ontario",44.28,-78.05,"NA1983"
"110583","Mayhew Creek at Front St, Trenton","17002112802","Canada","Ontario",44.10,-77.59,"NA1983"
"110584","Mayhew Creek at Fraser Rd, Murray Twp, W of Trenton","17002112902","Canada","Ontario",44.09,-77.64,"NA1983"
"110585","Scugog River at Hwys 7 and 35, upstrm Lindsay","17002113002","Canada","Ontario",44.32,-78.73,"NA1983"
"110586","Mill Creek at Northumberland Cnty Rd 29, dwnstrm Warkworth","17002113102","Canada","Ontario",44.20,-77.87,"NA1983"
"110587","Mill Creek at Banta Rd, Percy Twp, upstrm Warkworth","17002113202","Canada","Ontario",44.19,-77.91,"NA1983"
"110588","Cold Creek at Northumberland Cnty Rd 30, Orland","17002113302","Canada","Ontario",44.13,-77.78,"NA1983"
"110589","Nonquon River at River St, Seagrave, 400m upstrm Reg Rd 2","17002113602","Canada","Ontario",44.20,-78.94,"NA1983"
"110590","Blackstock Creek at Scugog Rd, Reg Rd 57, N of Blackstock","17002113702","Canada","Ontario",44.13,-78.82,"NA1983"
"110591","Stoney Creek at Inflow to Bottle Lake, Kawartha Highlands Park","17002113802","Canada","Ontario",44.77,-78.29,"NA1983"
"110592","Anstruther Lake Outlet at Fire Route 61, Kawartha Highlands Park","17002113902","Canada","Ontario",44.72,-78.24,"NA1983"
"110593","Cavan Creek at Hwy 7A at Hwy 115, S of Springville","17002114002","Canada","Ontario",44.22,-78.39,"NA1983"
"110594","Indian River at David Fife Ln, upstrm Lang","17002114102","Canada","Ontario",44.31,-78.16,"NA1983"
"110595","Ouse River West at 3rd Ln Asphodel, dwnstrm Westwood","17002114202","Canada","Ontario",44.31,-78.05,"NA1983"
"110596","Ouse River East at Centre Ln, dwnstrm Norwood","17002114302","Canada","Ontario",44.32,-78.04,"NA1983"
"110597","Otonabee River at Matchett Ln, Discolls Cottages","17002114402","Canada","Ontario",44.25,-78.33,"NA1983"
"110598","Crowe River at Cnty Rd 620, Glen Alda","17002114502","Canada","Ontario",44.83,-77.92,"NA1983"
"110599","Deer River at Cnty Rd 620, Coe Hill","17002114602","Canada","Ontario",44.86,-77.81,"NA1983"
"110600","Moira River at Footbridge, end of Catharine St, Belleville","17002600102","Canada","Ontario",44.16,-77.38,"NA1983"
"110601","Moira River at Farnham Rd, Cannifton","17002600202","Canada","Ontario",44.20,-77.39,"NA1983"
"110602","Moira River at Stoco L. outlet (west channel), Cnty Rd 13","17002600302","Canada","Ontario",44.45,-77.29,"NA1983"
"110603","Moira River at Stoco L. outlet (east channel), Cnty Rd 13, Stoco","17002600402","Canada","Ontario",44.45,-77.27,"NA1983"
"110604","Moira River at Louisa St, Tweed","17002600602","Canada","Ontario",44.47,-77.30,"NA1983"
"110605","Clare River at Greenwood Rd, upstrm Stoco Lake","17002600702","Canada","Ontario",44.48,-77.27,"NA1983"
"110606","Skootamotta River at Hwy 7, upstrm Actinolite","17002600902","Canada","Ontario",44.54,-77.32,"NA1983"
"110607","Black River at Hwy 7, 3.5 km W of Actinolite","17002601002","Canada","Ontario",44.53,-77.36,"NA1983"
"110608","Moira Lake at Hwy 62, S of Madoc","17002601101","Canada","Ontario",44.47,-77.46,"NA1983"
"110609","Deer Creek at Seymour St, Madoc","17002601202","Canada","Ontario",44.49,-77.47,"NA1983"
"110610","Moira River at Hwy 7, dwnstrm Deloro","17002601302","Canada","Ontario",44.49,-77.61,"NA1983"
"110611","Moira River at Malone, upstrm Deloro","17002601902","Canada","Ontario",44.56,-77.60,"NA1983"
"110612","Moira River at Moira Lake outlet, Rapids Rd, E of Madoc","17002602302","Canada","Ontario",44.50,-77.39,"NA1983"
"110613","Salmon River at Dundas St, Hastings Cnty Rd 2, Shannonville","17003100102","Canada","Ontario",44.19,-77.22,"NA1983"
"110614","Napanee River at River Rd, Cnty Rd 9, dwnstrm Napanee","17003500102","Canada","Ontario",44.21,-76.97,"NA1983"
"110615","Napanee River at Cnty Rd 1, dwnstrm Newburgh","17003500202","Canada","Ontario",44.27,-76.92,"NA1983"
"110616","Napanee River at Cnty Rd 27, Newburgh","17003500402","Canada","Ontario",44.32,-76.87,"NA1983"
"110617","Wilton Creek at Cnty Rd 2, Morven","17003700302","Canada","Ontario",44.23,-76.84,"NA1983"
"110618","Ottawa River at Ont. Hydro Plant, Chats Falls","18000017002","Canada","Ontario",45.47,-76.23,"NA1983"
"110619","Ottawa River at Otto Holden dam, 1200 ft from PQ shore","18000036002","Canada","Ontario",46.37,-78.72,"NA1983"
"110620","Kemptville Creek at Leeds and Grenville Cnty Rd 43, Kemptville","18003300302","Canada","Ontario",45.02,-75.64,"NA1983"
"110621","Tay River at 1.5km dwnstrm Perth lagoons","18003300802","Canada","Ontario",44.89,-76.19,"NA1983"
"110622","Tay River at Bolingbroke Station Rd, at dam, Bolingbroke","18003302302","Canada","Ontario",44.75,-76.51,"NA1983"
"110623","Rideau River at Rawley Rd, at dam, Kilmarnock","18003302602","Canada","Ontario",44.88,-75.92,"NA1983"
"110624","Rideau River at Roger Stevens Rd, Reg Rd 6, dwnstrm Kars","18003302902","Canada","Ontario",45.16,-75.63,"NA1983"
"110625","Rideau River at Hogs Back Rd, Ottawa","18003303102","Canada","Ontario",45.37,-75.69,"NA1983"
"110626","Rideau River at St. Patrick St, Ottawa","18003303402","Canada","Ontario",45.43,-75.67,"NA1983"
"110627","Rideau River at Nicholsons Lock, Andrewsville","18003303502","Canada","Ontario",44.95,-75.81,"NA1983"
"110628","Jock River at Moodie Dr, W of Hwy 416","18003303602","Canada","Ontario",45.24,-75.79,"NA1983"
"110629","Rideau River at Long Island gauging station, dwnstrm Manotick","18003303702","Canada","Ontario",45.24,-75.70,"NA1983"
"110630","Slate Creek at Hwy 567, S of North Cobalt","18013700102","Canada","Ontario",47.40,-79.60,"NA1983"
"110631","Payne River at La Freniere Rd, Cnty Rd 13, E of Crysler","18207000302","Canada","Ontario",45.22,-75.12,"NA1983"
"110632","Bear Brook at Robillard Rd, Cnty Rd 19, N of Lemieux","18207000402","Canada","Ontario",45.42,-75.08,"NA1983"
"110633","Scotch River at Scotch River Rd, N of Riceville","18207000502","Canada","Ontario",45.44,-74.96,"NA1983"
"110634","Scotch River West at Cnty Rd 3, W of St. Isidore","18207000702","Canada","Ontario",45.37,-74.94,"NA1983"
"110635","Cobbs Lake Creek at Cnty Rd 2, Pendleton","18207000802","Canada","Ontario",45.44,-75.06,"NA1983"
"110636","South Nation River at Cnty Rd 17, dwnstrm Plantagenet","18207002002","Canada","Ontario",45.55,-75.06,"NA1983"
"110637","Scotch River at Conc 17, dwnstrm St. Isidore","18207004002","Canada","Ontario",45.39,-74.94,"NA1983"
"110638","Scotch River East at Conc 19, upstrm St. Isidore","18207006002","Canada","Ontario",45.37,-74.90,"NA1983"
"110639","South Nation River at At dam dwnstrm of Casselman","18207010002","Canada","Ontario",45.31,-75.09,"NA1983"
"110640","South Nation River at At dam in Chesterville","18207011002","Canada","Ontario",45.10,-75.22,"NA1983"
"110641","Castor River at St Andre Rd, dwnstrm Russell Lagoon discharge","18207014002","Canada","Ontario",45.26,-75.30,"NA1983"
"110642","Castor River at Wade Rd, upstrm Russell lagoon discharge","18207014502","Canada","Ontario",45.26,-75.34,"NA1983"
"110643","South Nation River at Cnty Rd 18, Augusta Twp, 3km S of Roebuck","18207015002","Canada","Ontario",44.77,-75.58,"NA1983"
"110644","South Nation River at Main St, Chesterville","18207016002","Canada","Ontario",45.10,-75.22,"NA1983"
"110645","Carp River at Craig Sdrd, dwnstrm Carp","18337010102","Canada","Ontario",45.35,-76.05,"NA1983"
"110646","Carp River at John Shaw Rd, dwnstrm Kinburn","18337012102","Canada","Ontario",45.41,-76.19,"NA1983"
"110647","Buckshot Creek at Frontenac Rd 509, E of Plevna","18343000102","Canada","Ontario",44.96,-76.96,"NA1983"
"110648","Indian River at Ramsay Conc 8, W of Blakeney","18343000202","Canada","Ontario",45.24,-76.26,"NA1983"
"110649","Fall River at Guigue Rd, outlet of Sharbot Lake","18343000302","Canada","Ontario",44.77,-76.64,"NA1983"
"110650","Mississippi River at Railroad trestle, Galetta","18343003002","Canada","Ontario",45.42,-76.25,"NA1983"
"110651","Mississippi River at At dam, dwnstrm Pakenham","18343003402","Canada","Ontario",45.33,-76.28,"NA1983"
"110652","Mississippi River at Almonte St, Almonte","18343004002","Canada","Ontario",45.22,-76.19,"NA1983"
"110653","Mississippi River at Lanark Cnty Rd 11, Appleton","18343006102","Canada","Ontario",45.18,-76.12,"NA1983"
"110654","Mississippi River at Dalhousie Lake outlet, Lanark Cnty Rd 8","18343017502","Canada","Ontario",44.97,-76.53,"NA1983"
"110655","Mississippi River at Mazinaw Lake outlet, Smarts Rd, E of Hwy 41","18343023002","Canada","Ontario",44.85,-77.16,"NA1983"
"110656","Clyde River at At dam, dwnstrm Lanark","18343052002","Canada","Ontario",45.01,-76.36,"NA1983"
"110657","Clyde River at Kerr Lake outlet, upstrm Lanark","18343053002","Canada","Ontario",45.03,-76.36,"NA1983"
"110658","Fall River at Bennett Lake outlet, upstrm Fallbrook","18343061002","Canada","Ontario",44.94,-76.41,"NA1983"
"110659","Madawaska River at Madawaska Blvd, Arnprior","18349002002","Canada","Ontario",45.43,-76.34,"NA1983"
"110660","Bonnechere River at River Road, E of Castleford","18369001002","Canada","Ontario",45.51,-76.55,"NA1983"
"110661","Mattawa River at Hwy 533 bridge, Mattawa","18607002002","Canada","Ontario",46.31,-78.70,"NA1983"
"110662","Kaibuskong River at Hwy 17,  N of Bonfield","18607006002","Canada","Ontario",46.26,-79.14,"NA1983"
"110663","Amable Du Fond River at Hwy 17, W of Mattawa","18607008002","Canada","Ontario",46.28,-78.90,"NA1983"
"110664","Four Mile Creek at Northshore Rd, upstrm mouth at Four Mile Bay","18607010002","Canada","Ontario",46.33,-79.33,"NA1983"
"110665","Farr Creek at Pedestrian bridge off Groom Dr, North Cobalt","18737000402","Canada","Ontario",47.42,-79.64,"NA1983"
"110666","Blanche River at Hwy 112, S of Swastika","18771000402","Canada","Ontario",47.99,-80.01,"NA1983"
"110667","Murdock Creek at Hwy 112, E of Swastika","18771000602","Canada","Ontario",48.10,-80.05,"NA1983"
"110668","Mattagami River at Dwnstrm Timmins STP,  Timmins","19006400102","Canada","Ontario",48.49,-81.36,"NA1983"
"110669","Porcupine River at Hwy 101, outlet of Porcupine Lk, Porcupine","19006400302","Canada","Ontario",48.49,-81.17,"NA1983"
"110670","Porcupine River at Hwy 101 bridge, Hoyle","19006400402","Canada","Ontario",48.54,-81.05,"NA1983"
"110671","Mattagami River at Timmins waterworks plant, N Hwy 101","19006401420","Canada","Ontario",48.47,-81.35,"NA1983"
"110672","Porcupine River at Hwy 101, upstrm of Porcupine Lk, South Porcupine","19006404502","Canada","Ontario",48.48,-81.22,"NA1983"
"110673","Groundhog River at Hwy 101, 70km W of Timmins","19006404802","Canada","Ontario",48.20,-82.17,"NA1983"
"110674","SAINT JOHN RIVER AT CLAIR AT BRIDGE","NB01AD0001","Canada","New Brunswick",47.24,-68.60,"NA1983"
"110675","MADAWASKA RIVER AT TCH BRIDGE,","NB01AD0002","Canada","New Brunswick",47.39,-68.34,"NA1983"
"110676","MADAWASKA RIVER MOUTH, EDMUNDSTON,","NB01AD0005","Canada","New Brunswick",47.36,-68.32,"NA1983"
"110677","SAINT JOHN RIVER AT HWY BRIDGE, EDMUNSTON","NB01AD0008","Canada","New Brunswick",47.35,-68.32,"NA1983"
"110678","LITTLE RIVER AT HWY BRIDGE NEAR","NB01AD0009","Canada","New Brunswick",47.24,-68.75,"NA1983"
"110679","GREW BROOK IMMEDIATELY ABOVE HWY, 4.5","NB01AD0011","Canada","New Brunswick",47.18,-68.88,"NA1983"
"110680","MADAWASKA RIVER AT ROAD BRIDGE AT ST. JACQUES","NB01AD0012","Canada","New Brunswick",47.43,-68.38,"NA1983"
"110681","ST. FRANCIS RIVER AT PICNIC SITE","NB01AD0013","Canada","New Brunswick",47.20,-68.93,"NA1983"
"110682","SAINT JOHN RIVER, EDMUNSTON","NB01AD0014","Canada","New Brunswick",47.35,-68.36,"NA1983"
"110683","MADAWASKA RIVER 9.7 KM NW OF ST. JACQUES","NB01AD0015","Canada","New Brunswick",47.49,-68.47,"NA1983"
"110684","MADAWASKA RIVER AT POWER PLANT TAILRACE, EDMUNSTON","NB01AD0016","Canada","New Brunswick",47.36,-68.32,"NA1983"
"110685","SAINT JOHN RIVER ABOVE CONFLUENCE WITH CARON BROOK","NB01AD0017","Canada","New Brunswick",47.28,-68.58,"NA1983"
"110686","SAINT JOHN RIVER NEAR CONNORS","NB01AD0018","Canada","New Brunswick",47.21,-68.81,"NA1983"
"110687","BAKER BROOK AT HWY 120 BRIDGE IN BAKER BROOK","NB01AD0019","Canada","New Brunswick",47.30,-68.51,"NA1983"
"110688","SAINT JOHN RIVER UPSTREAM OF INTERNATIONAL BRIDGE","NB01AD0020","Canada","New Brunswick",47.35,-68.36,"NA1983"
"110689","SAINT JOHN RIVER UPSTREAM OF INTERNATIONAL BRIDGE","NB01AD0021","Canada","New Brunswick",47.35,-68.36,"NA1983"
"110690","SAINT JOHN RIVER DOWNSTREAM OF INTERNAT'L BRIDGE","NB01AD0022","Canada","New Brunswick",47.35,-68.31,"NA1983"
"110691","SAINT JOHN RIVER DOWNSTREAM OF INTERNAT'L BRIDGE","NB01AD0023","Canada","New Brunswick",47.35,-68.31,"NA1983"
"110692","SAINT JOHN R.APPROX.0.8 KM.DOWNSTREAM","NB01AD0024","Canada","New Brunswick",47.18,-68.88,"NA1983"
"110693","SAINT JOHN R.APPROX.5KM.UPSTREAM OF","NB01AD0025","Canada","New Brunswick",47.24,-68.67,"NA1983"
"110694","SAINT JOHN RIVER ABOVE CONFLUENCE WITH CARON BROOK","NB01AD0026","Canada","New Brunswick",47.28,-68.58,"NA1983"
"110695","SAINT JOHN RIVER ABOVE CONFLUENCE WITH CARON BROOK","NB01AD0027","Canada","New Brunswick",47.28,-68.58,"NA1983"
"110696","SAINT JOHN RIVER ABOVE CONFLUENCE WITH CARON BROOK","NB01AD0028","Canada","New Brunswick",47.28,-68.58,"NA1983"
"110697","SAINT JOHN RIVER AT CLAIR-FORT KENT","NB01AD0029","Canada","New Brunswick",47.24,-68.60,"NA1983"
"110698","SAINT JOHN RIVER AT CLAIR-FORT KENT","NB01AD0030","Canada","New Brunswick",47.24,-68.60,"NA1983"
"110699","SAINT JOHN RIVER ON UNITED STATES BANK","NB01AD0031","Canada","New Brunswick",47.17,-68.90,"NA1983"
"110700","SAINT JOHN RIVER AT ST. FRANCIS \ USA","NB01AD0032","Canada","New Brunswick",47.20,-68.83,"NA1983"
"110701","SAINT JOHN RIVER AT ST. FRANCOIS-DE-","NB01AD0033","Canada","New Brunswick",47.24,-68.71,"NA1983"
"110702","SAINT JOHN RIVER AT ST. FRANCOIS-DE-","NB01AD0034","Canada","New Brunswick",47.23,-68.70,"NA1983"
"110703","MILL STREAM 1 KM N OF ST. FRANCOIS-DE-MADAWASKA","NB01AD0035","Canada","New Brunswick",47.25,-68.70,"NA1983"
"110704","VASSEUR BROOK 3.5 KM WEST OF CLAIR","NB01AD0036","Canada","New Brunswick",47.24,-68.65,"NA1983"
"110705","THOMPSON BROOK AT BRIDGE, 0.5 KM NORTH OF CLAIR","NB01AD0037","Canada","New Brunswick",47.25,-68.60,"NA1983"
"110706","PELLETIER BROOK AT CARON BROOK AT HWY 205","NB01AD0038","Canada","New Brunswick",47.28,-68.58,"NA1983"
"110707","RUISSEAU FELIX MARTIN AT HWY 120","NB01AD0039","Canada","New Brunswick",47.29,-68.39,"NA1983"
"110708","LITTLE RIVER AT MOUTH AT GRAND FALLS BRIDGE","NB01AF0001","Canada","New Brunswick",47.05,-67.73,"NA1983"
"110709","SALMON RIVER AT HWY 125 BRIDGE","NB01AF0003","Canada","New Brunswick",46.96,-67.67,"NA1983"
"110710","SAINT JOHN RIVER AT BROOKS BRIDGE NEAR LIMESTONE","NB01AF0005","Canada","New Brunswick",46.92,-67.69,"NA1983"
"110711","GRAND RIVER AT HWY 2 BRIDGE 2.6 KM N ST. LEONARD","NB01AF0013","Canada","New Brunswick",47.19,-67.93,"NA1983"
"110712","QUISIBIS RIVER AT HWY 2 BRIDGE","NB01AF0015","Canada","New Brunswick",47.25,-68.04,"NA1983"
"110713","IROQUOIS RIVER IN IROQUOIS,","NB01AF0019","Canada","New Brunswick",47.36,-68.27,"NA1983"
"110714","GREEN RIVER 4 KM ABOVE MOUTH AT","NB01AF0021","Canada","New Brunswick",47.33,-68.13,"NA1983"
"110715","GRAND RIVER AT TCH BRIDGE 3.3 KM NNW ST. LEONARD","NB01AF0023","Canada","New Brunswick",47.19,-67.93,"NA1983"
"110716","SAINT JOHN R. ~ 12.5 KM DOWNSTREAM OF EDMUNSTON","NB01AF0028","Canada","New Brunswick",47.33,-68.19,"NA1983"
"110717","SAINT JOHN R.APPROX.12.5KM.DOWNSTREAM","NB01AF0029","Canada","New Brunswick",47.33,-68.19,"NA1983"
"110718","SAINT JOHN R.APPROX.12.5KM.DOWNSTREAM","NB01AF0030","Canada","New Brunswick",47.33,-68.19,"NA1983"
"110719","SAINT JOHN R.APPROX.160M.DOWNSTREAM","NB01AF0031","Canada","New Brunswick",47.28,-68.12,"NA1983"
"110720","SAINT JOHN R.APPROX.160M. DOWNSTREAM","NB01AF0032","Canada","New Brunswick",47.28,-68.12,"NA1983"
"110721","SAINT JOHN R. ~160M DOWNSTREAM OF THIBODEAU ISLAND","NB01AF0033","Canada","New Brunswick",47.28,-68.12,"NA1983"
"110722","SAINT JOHN R. APPROX. 0.5 KM ABOVE GRAND RIVER","NB01AF0035","Canada","New Brunswick",47.18,-67.95,"NA1983"
"110723","SAINT JOHN RIVER AT BROOKS BRIDGE NEAR LIMESTONE","NB01AF0036","Canada","New Brunswick",46.92,-67.69,"NA1983"
"110724","SAINT JOHN RIVER AT BROOKS BRIDGE NEAR LIMESTONE","NB01AF0037","Canada","New Brunswick",46.92,-67.69,"NA1983"
"110725","SAINT JOHN RIVER AT SAINT BASILE","NB01AF0038","Canada","New Brunswick",47.35,-68.23,"NA1983"
"110727","SAINT JOHN RIVER FROM CENTRE OF INTL. BRIDGE","NB01AF0048","Canada","New Brunswick",47.15,-67.93,"NA1983"
"110728","BLACK BROOK 2.6 KM SE OF ST-ANDRE-DE-MADAWASKA","NB01AF0059","Canada","New Brunswick",47.09,-67.73,"NA1983"
"110729","SIEGAS RIVER AT SIEGAS","NB01AF0071","Canada","New Brunswick",47.21,-67.97,"NA1983"
"110730","GREEN RIVER AT TCH BRIDGE 1.3 KM SE OF GREEN RIVER","NB01AF0073","Canada","New Brunswick",47.30,-68.13,"NA1983"
"110731","SAINT JOHN RIVER IN GRAND FALLS HEAD POND","NB01AF0079","Canada","New Brunswick",47.05,-67.74,"NA1983"
"110732","DEUXIEME SAULT","NB01AF0153","Canada","New Brunswick",47.46,-68.23,"NA1983"
"110733","AROOSTOOK RIVER AT CANADA - USA BORDER","NB01AG0002","Canada","New Brunswick",46.79,-67.78,"NA1983"
"110734","LIMESTONE RIVER AT PICNIC SITE AT FOUR FALLS","NB01AG0003","Canada","New Brunswick",46.82,-67.74,"NA1983"
"110735","AROOSTOOK RIVER AT FOREBAY BRIDGE, TINKER DAM","NB01AG0006","Canada","New Brunswick",46.80,-67.76,"NA1983"
"110736","AROOSTOOK RIVER 10M ABOVE JUNCTION OF LIMESTONE R.","NB01AG0008","Canada","New Brunswick",46.82,-67.73,"NA1983"
"110737","AROOSTOOK RIVER IN TINKER HEADPOND AT AWQ MONITOR","NB01AG0009","Canada","New Brunswick",46.80,-67.77,"NA1983"
"110739","AROOSTOOK RIVER APPROX. 50 M BELOW TINKER DAM","NB01AG0018","Canada","New Brunswick",46.81,-67.76,"NA1983"
"110740","TOBIQUE RIVER AT HWY 385 BRIDGE, RILEY BROOK","NB01AH0002","Canada","New Brunswick",47.17,-67.20,"NA1983"
"110741","PLASTER ROCK WATER SUPPLY - TOBIQUE RIVER","NB01AH0007","Canada","New Brunswick",46.91,-67.38,"NA1983"
"110743","NARROWS BROOK","NB01AH0031","Canada","New Brunswick",44.73,-63.10,"NA1983"
"110744","TOBIQUE RIVER ABOVE NARROWS","NB01AH0032","Canada","New Brunswick",46.79,-67.66,"NA1983"
"110745","QUAKER BROOK AT HWY 109","NB01AH0033","Canada","New Brunswick",46.76,-67.61,"NA1983"
"110746","BIG FLAT BROOK AT HWY 109","NB01AH0035","Canada","New Brunswick",46.76,-67.59,"NA1983"
